model,dataset,seq_len,pred_len,status,mse,mae,mape,rmse,param_count,forward_active_param_count,inactive_registered_param_count,real_scalar_equivalent,fp32_model_mib,parameter_source,seed,train_seconds,test_elapsed_seconds,inference_seconds,forward_ms_per_sample,test_peak_gpu_mem_mb,source_type,protocol,source_path,published_reference_mse,published_reference_source,notes
PatchTST,PEMS08,96,24,ok,0.14520525932312012,0.24871204793453217,,0.381058078675,438040,,,438040,1.670989990,logged_n_param,2026,1023.8576,,2.2694,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
DLinear,PEMS08,96,24,ok,0.19705654680728912,0.30102425813674927,,0.443910516667,4656,,,4656,0.017761230,logged_n_param,2026,49.0899,,1.4287,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
MixLinear,PEMS08,96,24,ok,0.32273077964782715,0.40495291352272034,,0.568093988393,39,,,53,0.000202179,logged_n_param,2026,80.4818,,1.3547,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PhaseFormer,PEMS08,96,24,ok,0.18110467680200132,0.28286947569741466,2.443211982431684,0.425563951483,2906,,,2906,0.011085510,0716v2_audited_param_count,2021,365.549512386322,,3.135512113571167,0.28424910973156925,41.97509765625,local_completion_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,outputs/completion_0716v2/COMPLETION_MATRIX_0716V2_RESULTS.csv,,,0716v2 missing-cell completion; MAPE computed with the locked historical no-epsilon definition.
FreqCycle,PEMS08,96,24,ok,0.11690947606832466,0.22458286519699047,1.8938745092216875,0.341920277358,80376,64864,15512,80376,0.306610107,0716v2_audited_param_count,2026,129.3686273097992,,2.226602792739868,0.14289000358751722,61.826171875,local_completion_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,outputs/completion_0716v2/COMPLETION_MATRIX_0716V2_RESULTS.csv,,,0716v2 missing-cell completion; MAPE computed with the locked historical no-epsilon definition.
Compact + Echo,PEMS08,96,48,ok,0.22581089501485227,0.3237118876715778,2.472833471435819,0.475195638674,7770,,,7770,0.029640198,locked_3seed_actual_param_count,"2024,2025,2026",55.4271035194397,,,,145.15673828125,local_compact_echo_locked_3seed_mean,validation-locked production route; three matched seeds; one deferred held-out test per checkpoint,analysis_exp/source_snapshot_0721v1/compact_echo_true9_88cells.csv,,,Production route arm=true_compact_echo; MAPE was streamed during the 0717v2 completion.
TQNet,PEMS08,96,48,ok,0.2507878243923187,0.3056947588920593,,0.500787204701,685808,,,685808,2.616149902,logged_n_param,2026,46.4115,,1.5823,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
CycleNet,PEMS08,96,48,ok,0.2598176896572113,0.33904287219047546,,0.509723150011,53616,,,53616,0.204528809,logged_n_param,2026,47.4006,,1.0782,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FITS,PEMS08,96,48,ok,0.5759686231613159,0.5486019849777222,,0.758925966851,900,,,1800,0.006866455,logged_n_param,2026,139.9803,,2.393,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
SparseTSF,PEMS08,96,48,ok,0.5459172129631042,0.5373502969741821,,0.738862106866,33,,,33,0.000125885,logged_n_param,2026,44.1188,,1.2932,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FreTS,PEMS08,96,48,ok,0.2451937049627304,0.33390599489212036,,0.495170379731,3224496,,,3224496,12.300476074,logged_n_param,2026,182.1369,,2.37,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FilterNet,PEMS08,96,48,ok,0.17075802385807037,0.26826047897338867,,0.413228779078,606084,,,606084,2.312026978,logged_n_param,2026,299.764,,7.0462,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
iTransformer,PEMS08,96,48,ok,0.1807032972574234,0.26716282963752747,,0.42509210444,4809264,,,4809264,18.345886230,logged_n_param,2026,169.9234,,2.6936,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PatchTST,PEMS08,96,48,ok,0.2540849447250366,0.33230721950531006,,0.504068392904,474928,,,474928,1.811706543,logged_n_param,2026,1055.1224,,2.4186,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
DLinear,PEMS08,96,48,ok,0.39145830273628235,0.4302433133125305,,0.625666287038,9312,,,9312,0.035522461,logged_n_param,2026,35.7094,,1.5379,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
MixLinear,PEMS08,96,48,ok,0.6773122549057007,0.608083963394165,,0.822989826733,43,,,61,0.000232697,logged_n_param,2026,90.9196,,1.3538,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PhaseFormer,PEMS08,96,48,ok,0.36912217424840954,0.415135328986728,3.3904617926743725,0.607554256218,2924,,,2924,0.011154175,0716v2_audited_param_count,2021,370.91600465774536,,2.6263694763183594,0.2657252445258834,42.599609375,local_completion_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,outputs/completion_0716v2/COMPLETION_MATRIX_0716V2_RESULTS.csv,,,0716v2 missing-cell completion; MAPE computed with the locked historical no-epsilon definition.
FreqCycle,PEMS08,96,48,ok,0.19679371320399489,0.2885324788946349,2.280365358442725,0.443614374433,86568,67960,18608,86568,0.330230713,0716v2_audited_param_count,2026,135.9417142868042,,2.1720900535583496,0.148026441661567,63.09912109375,local_completion_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,outputs/completion_0716v2/COMPLETION_MATRIX_0716V2_RESULTS.csv,,,0716v2 missing-cell completion; MAPE computed with the locked historical no-epsilon definition.
Compact + Echo,PEMS08,96,96,ok,0.3999620829889229,0.431372416970039,2.883783105298717,0.632425555294,9306,,,9306,0.035499573,locked_3seed_actual_param_count,"2024,2025,2026",66.39776976903279,,,,209.89794921875,local_compact_echo_locked_3seed_mean,validation-locked production route; three matched seeds; one deferred held-out test per checkpoint,analysis_exp/source_snapshot_0721v1/compact_echo_true9_88cells.csv,,,Production route arm=true_compact_echo; MAPE was streamed during the 0717v2 completion.
TQNet,PEMS08,96,96,ok,0.39178434014320374,0.357980877161026,,0.62592678497,710432,,,710432,2.710083008,logged_n_param,2026,106.565,,1.804,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
CycleNet,PEMS08,96,96,ok,0.3591977059841156,0.39444881677627563,,0.59933104874,58272,,,58272,0.222290039,logged_n_param,2026,98.4946,,1.3125,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FITS,PEMS08,96,96,ok,1.2444989681243896,0.856412947177887,,1.11557113988,1200,,,2400,0.009155273,logged_n_param,2026,159.5975,,2.5057,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
SparseTSF,PEMS08,96,96,ok,0.7557899951934814,0.6054753065109253,,0.869361832147,41,,,41,0.000156403,logged_n_param,2026,64.2404,,1.5051,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FreTS,PEMS08,96,96,ok,0.35469919443130493,0.39764460921287537,,0.595566280469,3236832,,,3236832,12.347534180,logged_n_param,2026,312.1501,,2.7121,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FilterNet,PEMS08,96,96,ok,0.2924198508262634,0.3337368369102478,,0.540758588306,630708,,,630708,2.405960083,logged_n_param,2026,367.5146,,8.326,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
iTransformer,PEMS08,96,96,ok,0.3034994304180145,0.34613075852394104,,0.550907823885,4833888,,,4833888,18.439819336,logged_n_param,2026,275.069,,2.7677,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PatchTST,PEMS08,96,96,ok,0.438340425491333,0.4456843137741089,,0.662072824915,548704,,,548704,2.093139648,logged_n_param,2026,887.2845,,2.7739,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
DLinear,PEMS08,96,96,ok,0.6512500047683716,0.5414467453956604,,0.807000622533,18624,,,18624,0.071044922,logged_n_param,2026,44.0581,,1.9609,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
MixLinear,PEMS08,96,96,ok,1.345379114151001,0.8998231291770935,,1.15990478667,57,,,83,0.000316620,logged_n_param,2026,100.7661,,1.6381,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PhaseFormer,PEMS08,96,96,ok,0.765168846037587,0.5992468209399484,4.000307915516138,0.874739301757,2960,,,2960,0.011291504,0716v2_audited_param_count,2021,374.54471373558044,,2.5341386795043945,0.24146841886111453,43.84912109375,local_completion_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,outputs/completion_0716v2/COMPLETION_MATRIX_0716V2_RESULTS.csv,,,0716v2 missing-cell completion; MAPE computed with the locked historical no-epsilon definition.
FreqCycle,PEMS08,96,96,ok,0.35843706570905076,0.3818325317897204,2.5763441084578678,0.598696138044,98952,74152,24800,98952,0.377471924,0716v2_audited_param_count,2026,142.4278588294983,,2.673301935195923,0.14727205087369688,65.64501953125,local_completion_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,outputs/completion_0716v2/COMPLETION_MATRIX_0716V2_RESULTS.csv,,,0716v2 missing-cell completion; MAPE computed with the locked historical no-epsilon definition.
Compact + Echo,ETTh1,720,96,ok,0.3528043852106795,0.391402503040677,9.44548614721793,0.593973387628,6146,,,6146,0.023445129,locked_3seed_actual_param_count,"2024,2025,2026",34.21224101384481,,,,61.212890625,local_compact_echo_locked_3seed_mean,validation-locked production route; three matched seeds; one deferred held-out test per checkpoint,analysis_exp/source_snapshot_0721v1/compact_echo_true9_88cells.csv,,,Production route arm=true_compact_echo; MAPE was streamed during the 0717v2 completion.
TQNet,ETTh1,720,96,ok,0.3779054284095764,0.4035109281539917,,0.614740130795,3020360,,,3020360,11.521759033,logged_n_param,2026,16.8102,,0.6576,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
CycleNet,ETTh1,720,96,ok,0.3799045979976654,0.40370243787765503,,0.616364014198,69384,,,69384,0.264678955,logged_n_param,2026,25.2089,,0.7026,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FITS,ETTh1,720,96,ok,0.37906983494758606,0.4020942449569702,,0.615686474553,37310,,,74620,0.284652710,logged_n_param,2026,51.9482,,0.9626,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,0.382,SparseTSF paper Tables 10-11 (transcribed in RESULTS.md),Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
SparseTSF,ETTh1,720,96,ok,0.3791796565055847,0.4137553870677948,,0.615775654363,145,,,145,0.000553131,logged_n_param,2026,55.3096,,0.6954,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,0.362,SparseTSF paper Tables 10-11 (transcribed in RESULTS.md),Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FreTS,ETTh1,720,96,ok,0.4557300806045532,0.47059890627861023,,0.675077832997,23684064,,,23684064,90.347534180,logged_n_param,2026,34.0232,,1.4364,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FilterNet,ETTh1,720,96,ok,0.4004894196987152,0.42628613114356995,,0.632842333997,209982,,,209982,0.801017761,logged_n_param,2026,24.2088,,1.7272,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
iTransformer,ETTh1,720,96,ok,0.3960539400577545,0.4271228313446045,,0.629328165632,1001312,,,1001312,3.819702148,logged_n_param,2026,25.1707,,1.2964,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PatchTST,ETTh1,720,96,ok,0.38734200596809387,0.4175139367580414,,0.622368063101,156224,,,156224,0.595947266,logged_n_param,2026,53.9566,,0.8826,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,0.385,SparseTSF paper Tables 10-11 (transcribed in RESULTS.md),Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
DLinear,ETTh1,720,96,ok,0.4074092209339142,0.4323776960372925,,0.638286159128,138432,,,138432,0.528076172,logged_n_param,2026,13.3678,,1.177,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,0.384,SparseTSF paper Tables 10-11 (transcribed in RESULTS.md),Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
MixLinear,ETTh1,720,96,ok,0.37407511472702026,0.4099274277687073,,0.61161680383,67,,,85,0.000324249,logged_n_param,2026,44.6612,,0.7759,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PhaseFormer,ETTh1,720,96,ok,0.36683531186571705,0.38909442969084695,8.749369132714437,0.605669309001,2072,,,2072,0.007904053,0716v2_audited_param_count,2021,141.6787827014923,,2.183499336242676,0.23438152581239302,35.24755859375,local_completion_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,outputs/completion_0716v2/COMPLETION_MATRIX_0716V2_RESULTS.csv,,,0716v2 missing-cell completion; MAPE computed with the locked historical no-epsilon definition.
FreqCycle,ETTh1,720,96,ok,0.3761642448534256,0.408509514137072,10.620118272774215,0.613322300959,252832,148160,104672,252832,0.964477539,0716v2_audited_param_count,2026,73.97402477264404,,1.765946388244629,0.17936778985485569,484.5576171875,local_completion_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,outputs/completion_0716v2/COMPLETION_MATRIX_0716V2_RESULTS.csv,,,0716v2 missing-cell completion; MAPE computed with the locked historical no-epsilon definition.
Compact + Echo,ETTh1,720,192,ok,0.38875871877556606,0.4133553489437579,9.788888866803417,0.623505187449,6274,,,6274,0.023933411,locked_3seed_actual_param_count,"2024,2025,2026",32.13147711753845,,,,67.04345703125,local_compact_echo_locked_3seed_mean,validation-locked production route; three matched seeds; one deferred held-out test per checkpoint,analysis_exp/source_snapshot_0721v1/compact_echo_true9_88cells.csv,,,Production route arm=true_compact_echo; MAPE was streamed during the 0717v2 completion.
TQNet,ETTh1,720,192,ok,0.4141155779361725,0.42972567677497864,,0.643518125569,3069608,,,3069608,11.709625244,logged_n_param,2026,17.0402,,0.7371,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
CycleNet,ETTh1,720,192,ok,0.4143056273460388,0.4239436388015747,,0.643665773011,138600,,,138600,0.528717041,logged_n_param,2026,38.2369,,0.6499,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FITS,ETTh1,720,192,ok,0.41361215710639954,0.4225175678730011,,0.643126859264,41678,,,83356,0.317977905,logged_n_param,2026,54.2418,,1.0239,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,0.417,SparseTSF paper Tables 10-11 (transcribed in RESULTS.md),Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
SparseTSF,ETTh1,720,192,ok,0.4029437005519867,0.41150444746017456,,0.634778465728,265,,,265,0.001010895,logged_n_param,2026,36.2867,,0.8986,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,0.403,SparseTSF paper Tables 10-11 (transcribed in RESULTS.md),Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FreTS,ETTh1,720,192,ok,0.47743508219718933,0.4779393672943115,,0.690966773584,23708736,,,23708736,90.441650391,logged_n_param,2026,41.8537,,1.4721,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FilterNet,ETTh1,720,192,ok,0.4306679666042328,0.4501361846923828,,0.656252974549,234654,,,234654,0.895133972,logged_n_param,2026,22.1507,,1.7798,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
iTransformer,ETTh1,720,192,ok,0.4344436228275299,0.45496997237205505,,0.659123374512,1025984,,,1025984,3.913818359,logged_n_param,2026,25.1912,,1.1943,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PatchTST,ETTh1,720,192,ok,0.4168654978275299,0.4354951083660126,,0.645651219954,294560,,,294560,1.123657227,logged_n_param,2026,57.0619,,0.8895,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,0.413,SparseTSF paper Tables 10-11 (transcribed in RESULTS.md),Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
DLinear,ETTh1,720,192,ok,0.4383701980113983,0.449484646320343,,0.662095308858,276864,,,276864,1.056152344,logged_n_param,2026,14.8714,,1.2098,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,0.443,SparseTSF paper Tables 10-11 (transcribed in RESULTS.md),Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
MixLinear,ETTh1,720,192,ok,0.409694641828537,0.4362536668777466,,0.640073934658,87,,,113,0.000431061,logged_n_param,2026,31.6947,,0.8139,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PhaseFormer,ETTh1,720,192,ok,0.3972869447343962,0.4085069641278778,9.7350020085799,0.630307024183,2092,,,2092,0.007980347,0716v2_audited_param_count,2021,69.77207088470459,,2.189896821975708,0.23254265151053802,35.48779296875,local_completion_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,outputs/completion_0716v2/COMPLETION_MATRIX_0716V2_RESULTS.csv,,,0716v2 missing-cell completion; MAPE computed with the locked historical no-epsilon definition.
FreqCycle,ETTh1,720,192,ok,0.4074214292585804,0.42838704570186187,10.146839034137317,0.638295722419,277600,160544,117056,277600,1.058959961,0716v2_audited_param_count,2026,73.3086748123169,,1.2768056392669678,0.10745923352445444,485.61328125,local_completion_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,outputs/completion_0716v2/COMPLETION_MATRIX_0716V2_RESULTS.csv,,,0716v2 missing-cell completion; MAPE computed with the locked historical no-epsilon definition.
Compact + Echo,ETTh1,720,336,ok,0.4175164320685205,0.43063318348536483,9.799080169022302,0.646155114557,6466,,,6466,0.024665833,locked_3seed_actual_param_count,"2024,2025,2026",29.66997496287028,,,,76.66259765625,local_compact_echo_locked_3seed_mean,validation-locked production route; three matched seeds; one deferred held-out test per checkpoint,analysis_exp/source_snapshot_0721v1/compact_echo_true9_88cells.csv,,,Production route arm=true_compact_echo; MAPE was streamed during the 0717v2 completion.
TQNet,ETTh1,720,336,ok,0.455739289522171,0.455806702375412,,0.675084653597,3143480,,,3143480,11.991424561,logged_n_param,2026,14.7777,,0.706,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
CycleNet,ETTh1,720,336,ok,0.4455920159816742,0.4437824487686157,,0.66752679046,242424,,,242424,0.924774170,logged_n_param,2026,31.9896,,0.6181,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FITS,ETTh1,720,336,ok,0.43292757868766785,0.43993228673934937,,0.657972323649,48230,,,96460,0.367965698,logged_n_param,2026,46.7885,,0.9245,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,0.436,SparseTSF paper Tables 10-11 (transcribed in RESULTS.md),Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
SparseTSF,ETTh1,720,336,ok,0.4345642328262329,0.4278177320957184,,0.659214860896,445,,,445,0.001697540,logged_n_param,2026,21.8164,,0.7934,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,0.434,SparseTSF paper Tables 10-11 (transcribed in RESULTS.md),Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FreTS,ETTh1,720,336,ok,0.5327762961387634,0.5147860050201416,,0.72991526641,23745744,,,23745744,90.582824707,logged_n_param,2026,34.0099,,1.3463,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FilterNet,ETTh1,720,336,ok,0.4505031406879425,0.46356743574142456,,0.671195307409,271662,,,271662,1.036308289,logged_n_param,2026,22.3034,,1.6371,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
iTransformer,ETTh1,720,336,ok,0.4941021203994751,0.49454429745674133,,0.702923979104,3698512,,,3698512,14.108703613,logged_n_param,2026,23.0423,,1.1001,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PatchTST,ETTh1,720,336,ok,0.4494304955005646,0.45870718359947205,,0.670395775271,502064,,,502064,1.915222168,logged_n_param,2026,52.2939,,0.8659,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,0.440,SparseTSF paper Tables 10-11 (transcribed in RESULTS.md),Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
DLinear,ETTh1,720,336,ok,0.46796172857284546,0.4713420271873474,,0.684077282603,484512,,,484512,1.848266602,logged_n_param,2026,15.5535,,0.9919,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,0.446,SparseTSF paper Tables 10-11 (transcribed in RESULTS.md),Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
MixLinear,ETTh1,720,336,ok,0.41350579261779785,0.43624699115753174,,0.643044160706,111,,,149,0.000568390,logged_n_param,2026,48.1081,,0.786,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PhaseFormer,ETTh1,720,336,ok,0.42069972497236074,0.42183714006421885,9.432073184299307,0.648613694715,2122,,,2122,0.008094788,0716v2_audited_param_count,2021,67.76952052116394,,2.1837592124938965,0.24165919012607812,35.84814453125,local_completion_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,outputs/completion_0716v2/COMPLETION_MATRIX_0716V2_RESULTS.csv,,,0716v2 missing-cell completion; MAPE computed with the locked historical no-epsilon definition.
FreqCycle,ETTh1,720,336,ok,0.45578015727498766,0.46149956654164304,9.597630377562952,0.675114921532,1126528,585008,541520,1126528,4.297363281,0716v2_audited_param_count,2026,68.21390843391418,,1.6928246021270752,0.17250238173075885,490.29345703125,local_completion_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,outputs/completion_0716v2/COMPLETION_MATRIX_0716V2_RESULTS.csv,,,0716v2 missing-cell completion; MAPE computed with the locked historical no-epsilon definition.
Compact + Echo,ETTh1,720,720,ok,0.4358386222735263,0.4578737296699502,9.992879901705347,0.660180749699,6978,,,6978,0.026618958,locked_3seed_actual_param_count,"2024,2025,2026",36.51154716809591,,,,101.61572265625,local_compact_echo_locked_3seed_mean,validation-locked production route; three matched seeds; one deferred held-out test per checkpoint,analysis_exp/source_snapshot_0721v1/compact_echo_true9_88cells.csv,,,Production route arm=true_compact_echo; MAPE was streamed during the 0717v2 completion.
TQNet,ETTh1,720,720,ok,0.5055779814720154,0.5041306018829346,,0.71104007023,3340472,,,3340472,12.742889404,logged_n_param,2026,15.6686,,0.8898,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
CycleNet,ETTh1,720,720,ok,0.47718533873558044,0.4819819927215576,,0.690786029633,519288,,,519288,1.980926514,logged_n_param,2026,25.5823,,0.7245,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FITS,ETTh1,720,720,ok,0.43090853095054626,0.45682865381240845,,0.656436235251,65884,,,131768,0.502655029,logged_n_param,2026,57.5627,,0.9953,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,0.433,SparseTSF paper Tables 10-11 (transcribed in RESULTS.md),Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
SparseTSF,ETTh1,720,720,ok,0.42561429738998413,0.4450589716434479,,0.652391214985,925,,,925,0.003528595,logged_n_param,2026,32.3056,,0.9095,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,0.426,SparseTSF paper Tables 10-11 (transcribed in RESULTS.md),Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FreTS,ETTh1,720,720,ok,0.5945382118225098,0.5498382449150085,,0.771063040109,23844432,,,23844432,90.959289551,logged_n_param,2026,40.6602,,1.4034,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FilterNet,ETTh1,720,720,ok,0.502188503742218,0.5007496476173401,,0.708652597358,370350,,,370350,1.412773132,logged_n_param,2026,22.526,,1.5679,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
iTransformer,ETTh1,720,720,ok,0.5749146342277527,0.5505433082580566,,0.758231253793,3895504,,,3895504,14.860168457,logged_n_param,2026,23.2791,,1.199,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
